"city","n_cases","date_reported","url"
"Alhambra",3,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Altadena",3,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Arcadia",2,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Athens",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Baldwin Hills",3,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Bellflower",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Beverly Hills",8,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Beverlywood",6,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Boyle Heights",5,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Brentwood",23,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Burbank",2,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Calabasas",2,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Canoga Park",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Carson",4,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Castaic",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Century City",4,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Century PalmsCove",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Cerritos",2,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Covina",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Crestview",5,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Culver City",4,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Del Rey",2,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Diamond Bar",2,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Downtown",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Eagle Rock",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"East Hollywood",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"East Los Angeles",2,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"Echo Park",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
"El Segundo",1,2020-03-22,"http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2277"
