"city","n_cases","date_reported","url"
"Alhambra",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Arcadia",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Beverly Hills",4,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Carson",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Culver City",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Diamond Bar",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Gardena",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Glendale",4,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Inglewood",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"La Mirada",3,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Baldwin Hills",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Boyle Heights",5,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Brentwood",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Century Palms/Cove",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Eagle Rock",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Encino",6,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Granada Hills",3,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Hollywood",5,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Hollywood Hills",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Koreatown",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Mar Vista",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Melrose",10,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  North Hollywood",2,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Northridge",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Reseda",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  San Pedro",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Sherman Oaks",4,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Silverlake",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Sylmar",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Tarzana",5,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  Venice",4,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
"Los Angeles  West Adams",1,2020-03-18,"http://publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2272"
